,NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B01001_001E,B01001_002E,B01001_005E,B01001_006E,B01001_007E,B01001_026E,B01001_029E,B01001_030E,B01001_031E,state,zip code tabulation area
154,ZCTA5 13435,200,0,0,0,0,0,0,0,0,0,0,2,0,4,2,34,0,38,30,32,29,18,11,0,393,164,14,14,0,229,27,14,0,36,13435
155,ZCTA5 13441,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,34,0,0,184,124,0,34,9,60,0,0,0,36,13441
156,ZCTA5 13472,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,6,19,0,0,0,68,43,0,0,0,25,0,0,0,36,13472
157,ZCTA5 13484,157,0,0,0,0,0,0,0,0,0,13,0,0,0,0,59,0,0,0,53,17,15,0,0,322,150,0,53,0,172,55,0,0,36,13484
158,ZCTA5 13488,107,0,0,0,0,0,0,0,0,0,0,0,2,6,0,54,7,5,5,4,24,0,0,0,172,110,4,9,0,62,2,8,3,36,13488
159,ZCTA5 13494,224,0,4,0,0,0,0,0,0,0,5,10,0,2,0,56,16,10,29,32,27,26,7,0,287,136,5,0,4,151,4,6,4,36,13494
160,ZCTA5 13623,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,4,0,0,18,15,0,0,0,3,0,0,0,36,13623
161,ZCTA5 13628,134,0,0,0,0,0,0,0,0,0,0,0,0,5,0,26,4,10,19,27,31,10,2,0,222,101,4,0,0,121,7,12,0,36,13628
162,ZCTA5 13636,147,1,0,0,0,0,0,0,0,0,0,0,0,0,4,42,20,12,21,23,20,4,0,0,237,111,15,4,1,126,3,11,0,36,13636
163,ZCTA5 13641,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,10,4,5,0,0,0,48,23,0,0,0,25,0,0,0,36,13641
164,ZCTA5 13643,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,43,15,0,0,0,28,0,0,0,36,13643
165,ZCTA5 13647,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,22,0,5,55,20,0,0,0,35,0,0,0,36,13647
166,ZCTA5 13651,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,15,16,22,6,17,96,47,3,0,0,49,0,0,0,36,13651
167,ZCTA5 13666,148,7,0,0,0,0,0,0,0,0,0,2,0,0,3,74,11,5,2,27,17,0,0,0,183,91,2,2,0,92,9,1,0,36,13666
168,ZCTA5 13167,2033,24,0,0,0,0,0,0,3,11,9,26,46,7,26,726,226,145,241,251,141,130,5,16,3067,1560,183,86,31,1507,173,65,32,36,13167
169,ZCTA5 13312,349,13,0,0,0,0,0,0,0,0,0,0,0,0,0,88,8,8,41,90,35,53,9,4,391,202,0,4,0,189,18,0,0,36,13312
170,ZCTA5 13317,2716,35,0,0,0,0,5,0,7,11,32,64,69,49,49,910,216,107,323,344,308,143,3,41,3926,1876,92,63,56,2050,176,56,10,36,13317
171,ZCTA5 13323,7245,47,0,0,0,0,0,32,12,13,13,38,40,54,73,1526,117,446,744,899,1621,1025,226,319,11282,5342,296,123,488,5940,213,123,556,36,13323
172,ZCTA5 13436,64,0,0,0,0,0,0,0,0,0,19,0,0,0,3,10,2,4,8,6,8,1,2,1,74,48,0,0,0,26,0,0,0,36,13436
173,ZCTA5 13454,456,6,0,0,0,0,0,0,0,12,0,24,23,24,17,136,55,35,37,17,40,6,6,12,661,320,24,6,33,341,28,25,16,36,13454
174,ZCTA5 13459,1829,13,0,0,0,0,12,0,5,0,15,13,30,18,19,632,105,144,159,263,267,109,12,13,2557,1239,54,18,41,1318,76,55,47,36,13459
175,ZCTA5 13478,2161,0,0,0,0,0,0,0,0,0,10,24,24,0,48,735,136,173,202,337,320,91,20,41,3009,1599,108,13,38,1410,127,40,15,36,13478
176,ZCTA5 13483,289,0,0,0,0,0,0,0,0,0,8,14,28,8,0,133,51,6,23,0,18,0,0,0,418,203,0,34,0,215,0,8,0,36,13483
177,ZCTA5 14304,21829,137,0,0,10,0,25,124,65,36,95,181,390,163,380,6716,1356,1579,2617,3110,2748,1742,168,181,29262,14319,837,521,264,14943,768,298,357,36,14304
178,ZCTA5 14454,4738,34,0,0,0,0,0,0,0,14,66,98,61,161,37,989,206,201,464,552,739,799,205,112,11206,5067,206,105,899,6139,255,197,1369,36,14454
179,ZCTA5 14466,1296,0,0,0,0,0,0,0,0,0,0,3,0,12,76,510,74,194,133,198,70,26,0,0,1576,884,17,22,20,692,16,0,0,36,14466
180,ZCTA5 14469,4557,22,0,0,0,0,0,0,0,0,30,69,48,57,83,1192,235,373,487,718,785,393,28,37,5983,2962,132,130,45,3021,140,118,23,36,14469
181,ZCTA5 14472,6020,39,0,0,0,0,0,0,0,0,0,12,11,47,11,679,152,232,618,743,1822,1147,265,242,8713,4384,413,285,107,4329,222,195,39,36,14472
182,ZCTA5 14504,1286,16,0,0,0,5,0,5,0,0,11,13,21,19,20,414,90,111,202,142,156,44,15,2,1839,915,61,21,7,924,65,45,9,36,14504
183,ZCTA5 14507,777,4,0,0,0,0,0,0,0,0,25,0,4,10,3,235,28,50,54,115,162,63,12,12,1157,538,27,24,8,619,30,10,16,36,14507
184,ZCTA5 14514,4868,62,0,0,0,0,0,0,0,7,0,11,52,63,65,1060,153,360,456,599,1018,835,45,82,6724,3087,286,164,30,3637,319,119,104,36,14514
185,ZCTA5 14532,2986,54,0,0,0,0,0,0,0,4,32,30,13,74,20,869,127,248,363,400,419,269,53,11,4273,2112,181,42,24,2161,123,87,60,36,14532
186,ZCTA5 14533,1524,67,0,0,0,0,0,0,0,0,16,0,42,54,21,533,72,57,183,149,166,146,11,7,2206,1181,119,61,12,1025,120,46,27,36,14533
187,ZCTA5 14555,858,4,0,0,0,0,0,0,0,0,3,0,13,12,6,258,27,64,150,115,99,78,20,9,1004,524,53,21,0,480,4,11,4,36,14555
188,ZCTA5 14769,817,12,0,0,0,0,0,0,0,0,49,11,71,14,0,224,55,30,101,118,94,38,0,0,1124,548,24,0,10,576,13,0,7,36,14769
189,ZCTA5 14731,882,13,0,0,0,0,0,0,0,0,6,7,13,31,14,234,37,68,83,59,167,105,16,29,1125,548,19,20,5,577,11,33,5,36,14731
190,ZCTA5 14740,913,17,3,0,0,0,0,0,0,0,25,17,33,11,18,301,43,43,105,140,111,29,17,0,1105,546,17,5,21,559,10,12,10,36,14740
191,ZCTA5 14743,1201,6,0,0,0,0,0,0,0,4,11,14,39,37,26,453,99,46,145,127,112,75,7,0,1784,882,85,7,26,902,36,38,42,36,14743
192,ZCTA5 14760,12815,193,0,14,0,0,9,5,13,14,66,80,351,227,263,3717,1015,809,1311,1704,1451,1208,173,192,17640,8683,538,478,157,8957,567,252,205,36,14760
193,ZCTA5 14779,4208,32,0,0,0,0,9,4,10,3,64,61,111,134,83,1465,456,272,545,435,336,165,4,0,6606,3158,288,132,88,3448,238,118,70,36,14779
194,ZCTA5 14804,1035,12,0,0,0,0,0,0,0,2,0,2,9,12,4,267,41,86,122,174,155,102,27,20,1435,729,67,21,5,706,52,36,5,36,14804
195,ZCTA5 14806,1465,11,0,0,2,0,0,0,2,0,31,6,36,4,10,518,45,134,159,252,131,97,8,19,2121,1113,141,52,17,1008,71,72,12,36,14806
196,ZCTA5 14807,2094,9,0,0,0,0,0,23,7,9,0,15,58,10,39,539,171,138,313,334,211,175,25,18,3138,1578,144,113,27,1560,169,31,13,36,14807
197,ZCTA5 14819,395,14,0,0,0,0,0,0,0,0,26,6,14,2,8,176,18,40,37,31,20,3,0,0,584,266,5,11,6,318,6,10,3,36,14819
198,ZCTA5 14105,3201,24,0,0,0,0,0,0,17,9,18,57,21,25,83,1055,173,216,401,546,279,266,3,8,4591,2251,96,107,71,2340,250,100,48,36,14105
199,ZCTA5 14203,1457,36,0,0,0,21,0,0,0,11,29,41,55,39,50,291,24,53,93,214,356,105,29,10,1733,744,17,17,0,989,32,12,8,36,14203
200,ZCTA5 14204,5968,132,0,0,0,9,19,38,38,13,90,148,124,459,213,1391,411,368,1123,488,653,177,54,13,8643,3868,219,95,58,4775,221,96,39,36,14204
201,ZCTA5 14221,39701,283,0,18,3,17,32,5,22,21,96,167,159,190,318,5908,572,1544,4118,3859,11380,7250,1908,1768,53948,25343,1406,1221,426,28605,1441,953,437,36,14221
202,ZCTA5 14225,24414,213,14,0,0,0,20,9,10,15,262,114,256,327,276,8080,971,1497,3469,2862,3748,1974,145,152,33091,15560,815,467,239,17531,804,491,369,36,14225
203,ZCTA5 14062,2265,35,0,0,0,0,0,0,12,8,25,19,94,73,50,763,163,140,197,331,149,181,18,7,3046,1547,61,51,30,1499,106,67,28,36,14062
204,ZCTA5 14092,8358,48,0,0,0,0,0,0,4,14,20,16,95,22,136,1857,276,553,881,1097,1677,1300,254,96,10922,5151,384,216,139,5771,302,198,71,36,14092
205,ZCTA5 14098,2083,11,0,0,0,0,10,0,0,20,65,86,33,60,58,698,116,132,240,196,203,117,32,6,3102,1565,110,43,45,1537,163,46,16,36,14098
206,ZCTA5 14108,4109,99,0,0,0,0,0,0,0,0,83,8,81,165,99,1145,341,261,549,416,479,298,37,48,5689,2691,184,82,34,2998,213,78,78,36,14108
207,ZCTA5 14136,3335,56,0,0,0,0,0,2,0,0,11,24,71,29,84,954,320,223,349,457,467,229,34,16,4667,2123,119,67,39,2544,145,96,86,36,14136
208,ZCTA5 14143,764,0,0,0,0,0,0,0,0,0,4,0,0,11,22,248,54,69,67,56,144,68,10,11,1013,554,22,20,18,459,15,25,0,36,14143
209,ZCTA5 14094,35437,268,0,8,13,5,14,0,47,43,220,365,647,940,422,8527,2314,2738,4438,5097,5478,3302,292,187,49257,24580,1373,855,577,24677,1219,797,389,36,14094
210,ZCTA5 14103,7587,45,0,0,0,0,0,13,18,5,102,88,150,168,92,2279,386,698,1115,1014,950,406,38,14,10519,5094,244,283,131,5425,292,335,106,36,14103
211,ZCTA5 14131,3886,41,0,0,0,0,0,0,1,0,0,89,114,38,125,1186,332,320,394,637,371,238,0,0,4969,2623,86,123,62,2346,32,142,65,36,14131
212,ZCTA5 14034,2244,4,0,0,0,0,11,0,0,19,0,53,130,77,25,630,427,148,242,191,198,63,14,12,2716,1817,25,20,18,899,74,34,11,36,14034
213,ZCTA5 14042,2849,47,0,0,0,0,0,3,0,12,43,53,117,69,85,862,248,283,304,351,197,164,7,4,4181,2151,105,130,60,2030,107,140,40,36,14042
214,ZCTA5 14047,4886,51,0,0,0,0,75,0,27,60,55,22,33,66,50,1428,255,341,604,568,845,315,59,32,6549,3321,151,165,33,3228,119,167,30,36,14047
215,ZCTA5 14048,10196,222,6,17,0,48,20,9,122,15,125,196,191,240,160,3151,778,837,1171,1009,1083,684,44,68,14283,6924,371,287,188,7359,325,242,173,36,14048
216,ZCTA5 14052,12571,26,0,0,0,0,7,35,2,15,66,77,62,129,162,2544,236,672,1219,1693,3328,1868,361,69,16672,8124,522,341,145,8548,474,309,183,36,14052
217,ZCTA5 14055,1046,0,9,0,0,0,0,0,0,0,0,0,31,14,28,331,59,80,64,168,182,61,19,0,1331,715,41,63,15,616,22,14,0,36,14055
218,ZCTA5 14059,7302,33,0,0,0,0,0,0,0,0,31,16,0,35,91,1912,138,333,778,760,1745,1215,141,74,9860,4639,215,239,122,5221,248,159,61,36,14059
219,ZCTA5 14837,3991,44,6,0,0,0,0,7,2,0,277,33,64,71,48,1155,228,235,436,471,525,275,19,95,5786,2806,150,112,81,2980,158,198,58,36,14837
220,ZCTA5 14838,1384,13,0,0,0,8,0,3,0,0,0,59,37,14,15,456,119,110,169,192,126,41,10,8,1917,1001,51,24,34,916,45,42,15,36,14838
221,ZCTA5 14855,531,0,0,0,0,0,0,0,9,0,57,18,12,0,3,146,50,37,66,86,44,3,0,0,940,488,48,53,15,452,41,13,7,36,14855
222,ZCTA5 14618,14663,108,14,0,0,0,0,0,4,5,59,42,29,61,79,1117,94,401,1051,768,4455,3943,1372,1061,22597,10222,660,475,810,12375,947,441,1157,36,14618
223,ZCTA5 14217,17306,144,0,0,0,0,10,20,55,11,76,101,192,224,259,3602,786,1018,2134,2095,3752,2287,345,164,22975,10609,559,342,210,12366,667,314,183,36,14217
224,ZCTA5 14716,1977,9,0,0,0,0,0,0,9,11,19,50,137,107,57,484,188,188,231,177,176,122,7,5,2623,1519,48,77,28,1104,64,29,24,36,14716
225,ZCTA5 14005,1193,4,0,0,0,0,0,0,0,0,0,7,10,7,7,413,50,86,191,173,136,96,11,2,1838,936,78,45,58,902,57,58,13,36,14005
226,ZCTA5 14031,7535,0,0,0,0,0,0,6,0,6,6,6,43,15,31,1549,184,343,734,905,1837,1317,414,139,10468,5424,476,155,70,5044,224,130,179,36,14031
227,ZCTA5 14039,52,0,0,0,0,0,0,0,0,3,0,0,0,3,0,18,0,11,3,3,11,0,0,0,90,46,0,4,0,44,8,0,0,36,14039
228,ZCTA5 14054,1081,0,0,0,0,0,0,0,0,0,0,33,7,6,14,435,50,58,120,129,119,97,4,9,1593,803,59,16,22,790,71,26,0,36,14054
229,ZCTA5 14058,1342,13,0,0,0,0,6,0,4,0,8,2,26,10,36,397,51,99,176,261,178,66,9,0,1994,1019,73,25,28,975,49,17,31,36,14058
230,ZCTA5 14070,5316,93,0,0,0,0,0,19,20,57,62,94,121,259,104,1541,689,330,607,656,407,202,16,25,6894,4199,82,98,45,2695,132,96,79,36,14070
231,ZCTA5 14082,392,0,0,0,0,0,0,0,0,0,0,0,43,4,9,167,24,37,23,26,7,52,0,0,576,271,6,0,0,305,19,6,9,36,14082
232,ZCTA5 14085,5036,58,0,0,0,0,0,2,17,0,13,0,58,11,66,1350,118,303,462,639,1160,616,124,17,7178,3590,309,116,33,3588,236,239,98,36,14085
233,ZCTA5 14026,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,10,9,82,51,104,51,9,0,531,328,0,8,0,203,8,0,0,36,14026
234,ZCTA5 14111,2276,25,0,0,5,0,0,8,3,0,17,36,56,23,12,792,109,173,225,337,312,130,13,0,3425,1776,127,66,74,1649,121,91,41,36,14111
235,ZCTA5 14216,16463,80,1,0,0,0,0,58,9,36,139,63,291,498,301,2692,339,863,1865,1472,4467,2354,507,428,22289,10772,432,307,128,11517,362,283,221,36,14216
236,ZCTA5 14728,762,9,0,0,0,0,0,0,0,0,15,10,16,23,8,151,34,124,64,88,137,83,0,0,995,516,26,5,15,479,8,30,13,36,14728
237,ZCTA5 14777,457,6,0,0,0,0,0,0,0,0,14,6,31,24,4,110,25,34,76,55,39,33,0,0,693,369,39,32,2,324,23,26,6,36,14777
238,ZCTA5 14846,557,4,0,0,0,0,0,0,0,6,1,8,10,21,26,190,39,41,75,68,40,21,4,3,775,384,16,15,1,391,30,33,2,36,14846
239,ZCTA5 14895,6787,25,0,0,3,0,0,0,23,2,49,108,77,191,60,1924,370,524,985,973,860,533,50,30,9144,4352,140,159,84,4792,222,83,82,36,14895
240,ZCTA5 14006,7178,44,0,0,0,0,0,0,31,0,69,43,130,202,82,2214,455,566,821,924,931,583,43,40,9605,4863,387,182,172,4742,245,185,58,36,14006
241,ZCTA5 14615,11450,238,0,0,0,0,51,25,19,46,133,114,267,462,224,2184,1128,861,1559,1868,1610,525,20,61,16963,8337,746,399,207,8626,708,102,185,36,14615
242,ZCTA5 14220,15945,134,0,0,0,0,25,16,27,10,132,135,174,473,239,4397,757,879,2069,1963,2699,1587,128,97,22623,11091,613,456,305,11532,552,331,185,36,14220
243,ZCTA5 14228,14328,163,0,0,0,0,1,0,65,7,11,87,74,174,160,2119,420,583,1431,1710,3912,2667,383,361,21839,10906,701,425,334,10933,517,332,294,36,14228
244,ZCTA5 14411,10018,191,4,0,0,6,56,18,86,27,41,216,313,505,160,2986,1133,567,1212,1172,869,413,18,25,13776,6962,397,290,142,6814,247,209,105,36,14411
245,ZCTA5 14420,11958,74,0,0,0,0,0,9,30,25,39,54,278,108,115,2551,344,750,1406,1613,2489,1513,214,346,21006,10094,598,356,747,10912,551,292,1124,36,14420
246,ZCTA5 14423,3171,11,0,0,0,5,0,0,19,0,28,24,59,49,76,1018,137,165,420,459,419,231,25,26,4559,2157,112,53,42,2402,91,85,19,36,14423
247,ZCTA5 14424,20254,224,0,0,0,0,0,7,0,8,96,165,176,161,206,3825,960,1197,2084,2797,4399,3120,500,329,27880,13584,1066,617,300,14296,582,604,377,36,14424
248,ZCTA5 14437,8268,74,2,0,1,0,4,9,16,42,75,174,305,320,146,2435,858,820,795,962,663,465,62,40,11220,6536,289,338,72,4684,391,141,41,36,14437
249,ZCTA5 14441,196,1,0,0,0,0,0,0,0,0,2,4,4,2,0,61,10,8,37,13,32,22,0,0,319,162,17,7,1,157,13,11,1,36,14441
250,ZCTA5 14478,481,0,0,0,0,0,0,0,0,0,0,0,0,21,6,66,0,43,48,60,145,76,8,8,1501,642,28,41,207,859,44,12,270,36,14478
251,ZCTA5 14604,2013,37,0,0,0,0,0,54,5,0,83,15,174,13,72,80,38,44,386,58,445,329,133,47,2364,1249,53,0,0,1115,5,0,0,36,14604
252,ZCTA5 14610,10947,50,0,0,0,0,0,0,91,14,56,91,110,98,109,1240,212,456,1101,769,3373,2080,643,454,13760,6491,353,138,53,7269,241,278,58,36,14610
253,ZCTA5 14611,10153,212,0,0,9,13,21,47,30,121,185,271,687,677,355,2583,483,771,1263,1217,783,272,50,81,16962,8003,764,321,199,8959,622,443,181,36,14611
254,ZCTA5 14718,1433,12,0,0,0,0,0,12,0,0,9,3,41,42,24,477,66,107,140,207,185,86,13,9,2041,1107,49,70,68,934,14,52,17,36,14718
255,ZCTA5 14719,2380,31,0,0,0,0,0,0,13,15,56,12,64,32,90,732,182,172,287,333,211,125,19,6,3459,1723,150,70,34,1736,140,71,30,36,14719
256,ZCTA5 14737,2999,21,3,0,0,0,10,0,4,8,68,58,89,68,39,913,324,206,317,374,223,228,46,0,4322,2224,150,130,38,2098,158,50,28,36,14737
257,ZCTA5 14748,413,12,0,0,0,0,0,0,0,0,11,21,7,16,18,152,37,34,55,19,17,11,0,3,618,303,16,28,4,315,17,17,0,36,14748
258,ZCTA5 14757,2396,7,0,0,0,0,0,0,0,0,64,32,22,40,35,551,111,191,247,393,396,230,68,9,3323,1675,137,70,74,1648,137,45,22,36,14757
259,ZCTA5 14802,438,9,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,14,50,35,109,93,2,106,4235,2384,12,33,1105,1851,14,22,827,36,14802
260,ZCTA5 14817,1561,0,0,0,0,0,0,0,0,0,0,17,43,14,15,264,28,94,98,175,367,317,38,91,2658,1208,61,89,3,1450,114,44,0,36,14817
261,ZCTA5 14821,2544,25,0,0,0,4,0,0,16,16,7,12,78,58,61,766,178,220,205,401,259,238,0,0,3471,1799,111,113,33,1672,105,56,33,36,14821
262,ZCTA5 14825,525,11,0,0,0,0,0,0,2,0,0,10,9,0,0,223,29,53,71,37,35,38,7,0,661,291,13,8,23,370,11,19,17,36,14825
263,ZCTA5 14845,14658,92,0,0,3,10,24,20,8,50,189,55,235,169,141,3780,564,1075,1508,2343,2560,1465,167,200,20011,9631,543,394,174,10380,666,412,173,36,14845
264,ZCTA5 14880,1192,4,0,0,0,0,0,0,3,0,18,17,48,14,8,367,67,102,169,178,105,84,6,2,1640,804,47,29,6,836,74,44,6,36,14880
265,ZCTA5 14883,3111,42,0,0,1,0,2,0,0,10,30,90,128,39,30,703,271,192,363,289,628,206,16,71,4726,2440,192,71,80,2286,108,96,23,36,14883
266,ZCTA5 14891,3121,54,0,0,0,0,0,12,6,5,56,60,121,54,39,835,208,287,394,382,342,222,34,10,4276,2121,151,10,76,2155,102,77,17,36,14891
267,ZCTA5 13489,460,3,0,0,0,0,0,0,0,0,2,10,0,11,3,188,15,11,87,81,21,20,3,5,658,302,8,0,15,356,39,18,2,36,13489
268,ZCTA5 13608,1024,5,0,0,0,0,0,4,0,8,49,13,31,5,24,339,97,97,109,139,54,42,4,4,1607,801,60,42,13,806,48,37,13,36,13608
269,ZCTA5 13617,6117,33,0,0,0,0,0,3,8,7,35,46,43,110,48,1158,440,272,603,747,1098,1019,114,333,11137,5441,299,150,857,5696,212,71,849,36,13617
270,ZCTA5 13640,287,0,0,0,0,0,0,6,0,0,5,0,0,0,0,78,4,4,12,8,95,55,20,0,301,155,0,0,7,146,0,0,0,36,13640
271,ZCTA5 13655,2083,4,0,0,0,18,0,0,0,0,0,13,0,0,1,354,145,352,584,137,245,209,19,2,3444,1476,0,49,8,1968,7,27,0,36,13655
272,ZCTA5 13658,1604,19,0,0,0,0,0,0,0,9,49,57,29,30,11,312,138,190,213,267,130,87,42,21,2320,1098,82,86,24,1222,151,62,0,36,13658
273,ZCTA5 13664,258,27,0,0,0,0,0,0,0,0,10,2,4,5,0,58,27,13,15,38,30,22,3,4,306,146,1,9,0,160,0,4,0,36,13664
274,ZCTA5 13672,417,0,0,0,0,0,0,0,0,0,15,0,0,7,5,61,28,25,58,44,111,49,0,14,660,296,19,5,22,364,45,12,11,36,13672
275,ZCTA5 13732,5610,14,0,0,0,0,0,0,0,0,46,35,24,39,81,1399,322,369,493,785,1195,712,48,48,7799,3940,290,188,151,3859,247,147,81,36,13732
276,ZCTA5 13754,2279,38,0,0,0,0,0,0,7,15,28,58,46,47,41,854,158,130,216,296,190,134,19,2,3147,1503,108,93,17,1644,61,53,59,36,13754
277,ZCTA5 13774,127,14,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,21,9,21,0,0,0,0,154,89,0,0,0,65,0,0,0,36,13774
278,ZCTA5 13795,2105,0,0,0,0,0,0,0,0,0,44,0,39,32,79,643,57,96,427,215,252,157,37,27,2878,1349,56,38,27,1529,77,85,0,36,13795
279,ZCTA5 13830,3682,36,0,0,0,0,15,0,0,8,41,49,73,89,55,1220,250,167,413,590,355,303,0,18,5077,2675,174,131,36,2402,131,83,31,36,13830
280,ZCTA5 13833,2457,23,0,0,0,0,0,0,0,7,14,110,41,35,32,809,185,185,203,339,321,102,0,51,3728,1881,75,126,136,1847,86,82,77,36,13833
281,ZCTA5 13834,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,0,29,30,41,0,0,0,289,185,25,60,36,104,0,7,0,36,13834
282,ZCTA5 13843,1531,0,0,0,0,0,0,0,3,34,11,5,67,80,20,533,78,94,157,183,160,94,9,3,2015,983,36,11,9,1032,45,66,5,36,13843
283,ZCTA5 13324,1618,29,0,0,0,0,0,2,4,2,21,8,27,60,23,557,110,134,153,190,163,120,7,8,2351,1112,86,51,13,1239,66,34,55,36,13324
284,ZCTA5 13333,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,0,14,0,0,34,12,0,0,0,22,0,0,0,36,13333
285,ZCTA5 13348,1032,8,0,0,0,0,0,0,6,6,9,10,10,20,10,202,44,45,183,135,199,114,25,6,1411,774,38,26,16,637,27,25,19,36,13348
286,ZCTA5 13361,495,4,0,0,0,0,0,0,0,0,0,0,12,2,0,150,54,27,45,46,75,69,11,0,802,451,27,40,25,351,31,36,3,36,13361
287,ZCTA5 13365,5740,91,0,0,0,0,0,15,70,3,120,31,91,77,62,1752,508,288,577,709,770,448,90,38,8339,4102,227,288,19,4237,253,134,126,36,13365
288,ZCTA5 13367,5885,49,0,5,0,0,0,0,28,21,72,31,120,132,95,2132,230,302,515,822,713,561,36,21,8767,4348,288,143,140,4419,208,207,144,36,13367
289,ZCTA5 13421,9534,80,0,0,2,0,0,5,61,65,81,86,146,86,215,2794,664,592,1093,1362,1418,639,99,43,13149,6250,183,328,93,6899,515,200,63,36,13421
290,ZCTA5 13424,1776,3,0,0,0,0,0,0,0,0,13,13,44,73,22,531,121,161,216,167,273,127,9,3,2338,1296,71,65,14,1042,23,56,0,36,13424
291,ZCTA5 13425,1651,10,0,0,0,0,0,0,0,2,34,16,18,78,12,582,63,91,145,227,305,55,13,0,2318,1230,106,40,45,1088,92,55,16,36,13425
292,ZCTA5 13428,1110,7,0,0,0,0,0,0,2,2,69,9,21,51,10,398,53,47,105,118,108,106,4,0,1615,798,65,15,6,817,20,38,17,36,13428
293,ZCTA5 13438,2622,18,0,0,0,0,0,0,0,0,0,11,24,30,29,946,120,234,342,290,376,156,32,14,3392,1701,77,47,12,1691,78,78,45,36,13438
294,ZCTA5 13469,992,12,0,0,0,0,0,0,0,0,0,0,0,44,30,174,70,55,170,154,107,176,0,0,1131,527,46,0,17,604,0,6,0,36,13469
295,ZCTA5 13471,2250,14,0,0,0,0,0,0,26,0,63,7,63,50,33,870,202,161,240,296,114,84,5,22,3291,1655,86,82,57,1636,200,75,17,36,13471
296,ZCTA5 13477,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,45,54,71,167,117,21,0,11,991,484,20,10,5,507,9,40,0,36,13477
297,ZCTA5 13480,2484,46,0,0,0,0,0,0,0,4,31,10,21,33,25,904,88,130,266,316,401,182,17,10,3372,1644,139,79,32,1728,65,83,18,36,13480
298,ZCTA5 13492,8249,28,0,0,0,0,0,0,11,12,69,27,12,29,177,1701,383,551,894,1177,1974,992,147,65,11154,5164,326,318,132,5990,279,295,70,36,13492
299,ZCTA5 12203,19087,181,0,0,0,0,15,89,45,58,87,72,138,164,228,2976,700,711,1826,1966,4837,3368,782,844,30010,14304,437,334,796,15706,424,254,1197,36,12203
300,ZCTA5 12204,5717,83,0,0,0,0,0,7,0,39,39,43,262,51,114,589,181,255,514,564,1712,1074,125,65,8318,4247,125,219,15,4071,313,206,44,36,12204
301,ZCTA5 12206,9754,161,7,0,0,18,57,94,50,0,180,212,278,730,310,2345,665,588,1203,1027,950,626,148,105,16480,7357,892,319,136,9123,884,391,264,36,12206
302,ZCTA5 12010,19782,337,0,0,0,0,52,85,95,72,249,223,420,596,505,5707,878,1439,2572,2638,2233,1258,305,83,28152,13634,786,635,226,14518,918,497,363,36,12010
303,ZCTA5 12018,5576,18,0,0,0,0,0,0,97,0,46,105,0,91,32,1238,186,296,588,999,941,655,108,176,7226,3839,148,166,70,3387,94,199,37,36,12018
304,ZCTA5 12032,704,0,0,0,0,0,0,0,9,0,9,11,6,32,13,223,44,33,109,64,67,65,19,0,858,433,33,24,5,425,13,6,6,36,12032
305,ZCTA5 12041,338,0,0,0,0,0,0,0,0,0,0,11,0,33,0,144,8,8,20,40,25,28,21,0,571,256,27,0,0,315,27,0,0,36,12041
306,ZCTA5 12046,666,11,0,0,0,0,0,0,0,0,0,0,0,26,8,230,22,36,73,92,149,19,0,0,1102,585,13,29,0,517,44,27,21,36,12046
307,ZCTA5 12068,2211,7,0,0,0,0,0,0,0,33,23,8,55,73,13,595,86,144,392,374,185,181,40,2,3238,1684,89,100,58,1554,106,62,37,36,12068
308,ZCTA5 12071,235,18,0,0,0,0,0,0,0,0,14,0,5,0,10,68,19,20,20,36,21,4,0,0,346,165,4,19,3,181,14,0,0,36,12071
309,ZCTA5 12072,1866,27,0,0,10,0,0,0,0,0,121,27,29,71,11,552,130,92,210,241,255,81,9,0,3097,1580,105,119,9,1517,163,97,74,36,12072
310,ZCTA5 12074,2224,8,0,4,0,0,0,0,0,0,9,0,36,46,55,647,48,105,250,286,486,166,70,8,3046,1554,121,92,11,1492,41,83,33,36,12074
311,ZCTA5 12095,8642,96,0,0,0,0,0,5,11,40,64,263,128,210,200,2237,415,456,1072,1387,1186,765,107,0,12046,6060,509,335,81,5986,332,203,77,36,12095
